"0","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","0","0","1","outside"
"0","1","0","1","204"
"1","1","0","1","204"
"1","1","0","1","204"
"1","1","0","1","204"
"1","0","0","1","204"
"0","1","0","1","205"
"1","1","0","1","205"
"1","1","0","1","205"
"1","1","0","1","205"
"1","0","0","1","205"
"0","1","0","1","206"
"1","1","0","1","206"
"1","1","0","1","206"
"1","1","0","1","206"
"1","0","0","1","206"
"0","1","0","1","207"
"1","1","0","1","207"
"1","1","0","1","207"
"1","1","0","1","207"
"1","0","0","1","207"
"0","1","0","1","208"
"1","1","0","1","208"
"1","1","0","1","208"
"1","1","0","1","208"
"1","0","0","1","208"
"0","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","1","0","1","outside"
"1","0","0","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","1","1","1","204"
"1","0","1","1","204"
"0","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","1","1","1","205"
"1","0","1","1","205"
"0","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","1","1","1","206"
"1","0","1","1","206"
"0","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","1","1","1","207"
"1","0","1","1","207"
"0","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","1","1","1","208"
"1","0","1","1","208"
"0","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","1","1","1","outside"
"1","0","1","1","outside"
"0","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","0","1","0","outside"
"0","1","1","0","204"
"1","1","1","0","204"
"1","1","1","1","204"
"1","1","1","0","204"
"1","0","1","0","204"
"0","1","1","0","205"
"1","1","1","0","205"
"1","1","1","1","205"
"1","1","1","0","205"
"1","0","1","0","205"
"0","1","1","0","206"
"1","1","1","0","206"
"1","1","1","1","206"
"1","1","1","0","206"
"1","0","1","0","206"
"0","1","1","0","207"
"1","1","1","0","207"
"1","1","1","1","207"
"1","1","1","0","207"
"1","0","1","0","207"
"0","1","1","0","208"
"1","1","1","0","208"
"1","1","1","1","208"
"1","1","1","0","208"
"1","0","1","0","208"
"0","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","1","1","0","outside"
"1","0","1","0","outside"
"0","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","1","0","1","203"
"1","0","0","1","203"
"0","1","0","1","C201"
"1","1","0","1","C201"
"1","1","1","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","1","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","1","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","1","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","0","1","C201"
"1","1","1","1","C201"
"1","1","0","1","C201"
"1","0","0","1","C201"
"0","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","1","0","1","209"
"1","0","0","1","209"
"0","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","0","1","1","203"
"0","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","0","1","1","C201"
"0","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","1","1","1","209"
"1","0","1","1","209"
"0","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","203"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","1","C201"
"1","1","1","0","C201"
"1","1","1","0","C201"
